"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","latitude","longitude","point",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_h4ep_8xdi",":@computed_region_y6ts_4iup",":@computed_region_jg9y_a9du"
"2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","00:00","2019","Tuesday","2019-10-04T11:41:00.000","85437271000","854372","190745506","192771562","II","Initial",,"71000","Lost Property","Lost Property","Lost Property","Open or Active","HAYES ST \ POLK ST","24436000","Northern","Tenderloin","6","37.77751171020645","-122.41804316781624","POINT (-122.41804316781624 37.77751171020645)","21","4","10","36","1",,"1",,
"2019-10-03T18:40:00.000","2019-10-03T00:00:00.000","18:40","2019","Thursday","2019-10-03T18:49:00.000","85413503074","854135","190743851","192763556","II","Initial",,"03074","Robbery","Robbery - Other","Robbery, W/ Force","Open or Active","SILVER AVE \ SOMERSET ST","20908000","Bayview","Portola","9","37.73125509599642","-122.40947816712493","POINT (-122.40947816712493 37.73125509599642)","91","2","2","25",,,,,
"2019-10-03T23:00:00.000","2019-10-03T00:00:00.000","23:00","2019","Thursday","2019-10-04T09:21:00.000","85432907021","854329","190745120","192771059","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","CASTRO ST \ 16TH ST","25807000","Park","Castro/Upper Market","8","37.76410227052293","-122.43531729847254","POINT (-122.43531729847254 37.76410227052293)","113","7","5","5","5",,,,
"2019-09-30T18:00:00.000","2019-09-30T00:00:00.000","18:00","2019","Monday","2019-10-02T16:47:00.000","85428306374","854283","196208459",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active","NOE ST \ 15TH ST","25810000","Park","Castro/Upper Market","8","37.76586162673693","-122.4332554737022","POINT (-122.4332554737022 37.76586162673693)","28","7","5","5","5",,,,
"2019-10-03T16:42:00.000","2019-10-03T00:00:00.000","16:42","2019","Thursday","2019-10-03T17:36:00.000","85429716625","854297","190743801","192763249","IS","Initial Supplement",,"16625","Drug Offense","Drug Violation","Cocaine, Base/rock, Sale","Cite or Arrest Adult","08TH ST \ MISSION ST","24311000","Southern","South of Market","6","37.77745741894575","-122.4131576926893","POINT (-122.4131576926893 37.77745741894575)","32","1","10","34","1",,"1",,
"2019-10-04T15:25:00.000","2019-10-04T00:00:00.000","15:25","2019","Friday","2019-10-04T15:25:00.000","85442927175","854429","190746297","192772511","II","Initial",,"27175","Other Miscellaneous","Other","Evading a Police Officer Recklessly","Open or Active","WEBSTER ST \ OAK ST","25900000","Northern","Hayes Valley","5","37.774181421508935","-122.42917834465946","POINT (-122.42917834465946 37.774181421508935)","26","4","11","9",,,,,
"2019-10-02T20:05:00.000","2019-10-02T00:00:00.000","20:05","2019","Wednesday","2019-10-04T16:32:00.000","85447606126","854476","190746300","192772825","II","Initial",,"06126","Larceny Theft","Larceny Theft - Other","Theft of Computers or Cell Phones","Open or Active","POST ST \ MASON ST","24919000","Central","Nob Hill","3","37.78808218625765","-122.41005693097291","POINT (-122.41005693097291 37.78808218625765)","19","6","3","21",,,,,
"2019-10-04T07:45:00.000","2019-10-04T00:00:00.000","07:45","2019","Friday","2019-10-04T08:05:00.000","85432604136","854326","190745023","192770734","II","Initial",,"04136","Assault","Simple Assault","Battery with Serious Injuries","Cite or Arrest Adult","VELASCO AVE \ CARRIZAL ST","20424000","Ingleside","Visitacion Valley","10","37.71018703835025","-122.42020180073543","POINT (-122.42020180073543 37.71018703835025)","74","9","9","40",,,,,
"2019-10-03T22:30:00.000","2019-10-03T00:00:00.000","22:30","2019","Thursday","2019-10-04T12:10:00.000","85436007021","854360","190745534","192771675","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","GIRARD ST \ WILDE AVE","20554000","Ingleside","Visitacion Valley","10","37.716573895600156","-122.40011893476164","POINT (-122.40011893476164 37.716573895600156)","91","9","9","40",,,,,
"2019-10-03T23:00:00.000","2019-10-03T00:00:00.000","23:00","2019","Thursday","2019-10-03T23:14:00.000","85422904134","854229","190744508","192764415","II","Initial",,"04134","Assault","Simple Assault","Battery","Open or Active","47TH AVE \ IRVING ST","27952000","Taraval","Sunset/Parkside","4","37.76223759790458","-122.5071301982847","POINT (-122.5071301982847 37.76223759790458)","39","10","7","35",,,,,
"2019-10-04T11:06:00.000","2019-10-04T00:00:00.000","11:06","2019","Friday","2019-10-04T11:06:00.000","85434771013","854347","190745396","192771430","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","KAREN CT \ SOMERSET ST","20859000","Bayview","Portola","9","37.72355694642878","-122.4062869748828","POINT (-122.4062869748828 37.72355694642878)","91","2","2","25",,,,,
"2019-09-27T16:45:00.000","2019-09-27T00:00:00.000","16:45","2019","Friday","2019-10-04T18:00:00.000","85445109015","854451","190746639","192773274","II","Initial",,"09015","Forgery And Counterfeiting","Forgery And Counterfeiting","Forgery, Checks, Felony","Open or Active","MARKET ST \ POWELL ST","34016000","Tenderloin","Financial District/South Beach","3","37.784560141211806","-122.40733704162238","POINT (-122.40733704162238 37.784560141211806)","19","5","3","8",,"35",,,
"2019-10-03T18:40:00.000","2019-10-03T00:00:00.000","18:40","2019","Thursday","2019-10-03T18:46:00.000","85420964085","854209","190743873","192763545","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","VALLEJO ST \ POLK ST","25317000","Northern","Russian Hill","3","37.79689974673389","-122.42196091177799","POINT (-122.42196091177799 37.79689974673389)","105","4","3","32",,,,,
"2019-10-04T11:03:00.000","2019-10-04T00:00:00.000","11:03","2019","Friday","2019-10-04T12:35:00.000","85445505073","854455","190745647","192771780","II","Initial",,"05073","Burglary","Burglary - Other","Burglary, Other Bldg., Unlawful Entry","Cite or Arrest Adult","GRANT AVE \ POST ST","24660000","Central","Financial District/South Beach","3","37.78869399111178","-122.40522117345618","POINT (-122.40522117345618 37.78869399111178)","19","6","3","8",,,,,
"2019-09-05T00:00:00.000","2019-09-05T00:00:00.000","00:00","2019","Thursday","2019-10-04T15:36:00.000","85450805043","854508","190746093","192772506","II","Initial",,"05043","Burglary","Burglary - Residential","Burglary, Residence, Unlawful Entry","Open or Active","GOLDEN GATE AVE \ CHABOT TER","26458000","Park","Lone Mountain/USF","1","37.77709039990913","-122.45134615839365","POINT (-122.45134615839365 37.77709039990913)","12","7","4","18",,,,,
"2019-10-04T12:15:00.000","2019-10-04T00:00:00.000","12:15","2019","Friday","2019-10-04T12:33:00.000","85439006153","854390","190745669","192771773","II","Initial",,"06153","Larceny Theft","Larceny Theft - Other","Theft, From Person, $200-$950 (other than Pickpocket)","Open or Active","OLMSTEAD ST \ BRUSSELS ST","20598000","Bayview","Portola","9","37.722321765347836","-122.4035739696998","POINT (-122.4035739696998 37.722321765347836)","91","2","2","25",,,,,
"2019-10-03T18:30:00.000","2019-10-03T00:00:00.000","18:30","2019","Thursday","2019-10-03T22:38:00.000","85419206244","854192","190744445","192764314","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","GRANT AVE \ NORTH POINT ST","25476000","Central","North Beach","3","37.807163251424285","-122.40889733794425","POINT (-122.40889733794425 37.807163251424285)","99","6","3","23",,,,,
"2019-10-03T20:30:00.000","2019-10-03T00:00:00.000","20:30","2019","Thursday","2019-10-04T05:40:00.000","85433311013","854333","190744144","192763672","IS","Initial Supplement",,"11013","Stolen Property","Stolen Property","Stolen Access Card, Possession","Cite or Arrest Adult","02ND ST \ MARKET ST","30734000","Central","Financial District/South Beach","3","37.789264321511176","-122.4013754923669","POINT (-122.4013754923669 37.789264321511176)","108","6","3","8",,"35",,,
"2019-10-04T12:36:00.000","2019-10-04T00:00:00.000","12:36","2019","Friday","2019-10-04T12:36:00.000","85440616623","854406","190745675","192771785","II","Initial",,"16623","Drug Offense","Drug Violation","Cocaine, Base/rock, Possession For Sale","Cite or Arrest Adult","EDDY ST \ HYDE ST","25138000","Tenderloin","Tenderloin","6","37.78351564008561","-122.41588253952085","POINT (-122.41588253952085 37.78351564008561)","20","5","10","36",,,"1",,
"2019-09-30T09:00:00.000","2019-09-30T00:00:00.000","09:00","2019","Monday","2019-10-01T19:40:00.000","85425106224","854251","196208001",,"II","Coplogic Initial","true","06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","CABRILLO ST \ 14TH AVE","27448000","Richmond","Outer Richmond","1","37.774979210105336","-122.47243450333877","POINT (-122.47243450333877 37.774979210105336)","5","8","4","29",,"3",,,
"2019-10-04T14:50:00.000","2019-10-04T00:00:00.000","14:50","2019","Friday","2019-10-04T15:00:00.000","85450764020","854507","190746429","192772403","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active","STEINER ST \ POST ST","26614000","Northern","Japantown","5","37.784944005025956","-122.4347299934904","POINT (-122.4347299934904 37.784944005025956)","103","4","11","15",,,,,
"2019-10-04T00:04:00.000","2019-10-04T00:00:00.000","00:04","2019","Friday","2019-10-04T00:04:00.000","85421503071","854215","190708269","192770082","IS","Initial Supplement",,"03071","Robbery","Robbery - Other","Robbery, W/ Gun","Cite or Arrest Adult","TURK ST \ MARKET ST \ MASON ST","24898000","Tenderloin","South of Market","6","37.78328785199654","-122.40895216005933","POINT (-122.40895216005933 37.78328785199654)","20","5","10","34",,"35","1",,
"2019-10-01T16:54:00.000","2019-10-01T00:00:00.000","16:54","2019","Tuesday","2019-10-02T11:46:00.000","85425271000","854252","196208299",,"II","Coplogic Initial","true","71000","Lost Property","Lost Property","Lost Property","Open or Active","FOLSOM ST \ 14TH ST","24336000","Mission","Mission","9","37.76853738566884","-122.4156137824238","POINT (-122.4156137824238 37.76853738566884)","53","3","2","20","3",,,,
"2019-10-03T02:00:00.000","2019-10-03T00:00:00.000","02:00","2019","Thursday","2019-10-04T02:02:00.000","85423707025","854237","190744752","192770206","VI","Vehicle Initial",,"07025","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Truck","Open or Active","MARKET ST \ 11TH ST","30747000","Tenderloin","South of Market","6","37.775558160382","-122.4186585835447","POINT (-122.4186585835447 37.775558160382)","32","5","10","34","1",,"1",,
"2019-10-03T10:00:00.000","2019-10-03T00:00:00.000","10:00","2019","Thursday","2019-10-04T09:31:00.000","85435207021","854352","190745302","192771112","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","BONVIEW ST \ EUGENIA AVE","21249000","Ingleside","Bernal Heights","9","37.74078867147537","-122.41834709226875","POINT (-122.41834709226875 37.74078867147537)","83","9","2","2",,,,,
"2019-10-02T21:15:00.000","2019-10-02T00:00:00.000","21:15","2019","Wednesday","2019-10-02T21:28:00.000","85384206154","853842","190741297","192754119","II","Initial",,"06154","Larceny Theft","Larceny Theft - Other","Theft, From Person, >$950 (other than Pickpocket)","Open or Active","FAIR AVE \ MISSION ST","21337000","Ingleside","Bernal Heights","9","37.74559509558596","-122.41988576485541","POINT (-122.41988576485541 37.74559509558596)","83","9","2","2",,,,,
"2019-10-04T07:30:00.000","2019-10-04T00:00:00.000","07:30","2019","Friday","2019-10-04T13:01:00.000","85437606243","854376","190745738","192771890","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","BOWMAN CT \ KEITH ST","33275000","Bayview","Bayview Hunters Point","10","37.737769711792836","-122.38179490192714","POINT (-122.38179490192714 37.737769711792836)","86","2","9","1",,,,,
"2019-10-04T13:52:00.000","2019-10-04T00:00:00.000","13:52","2019","Friday","2019-10-04T13:52:00.000","85442216623","854422","190745960","192772113","II","Initial",,"16623","Drug Offense","Drug Violation","Cocaine, Base/rock, Possession For Sale","Cite or Arrest Adult","GOLDEN GATE AVE \ HYDE ST","24431000","Tenderloin","Tenderloin","6","37.7816542606277","-122.41550518013352","POINT (-122.41550518013352 37.7816542606277)","21","5","10","36","1",,"1",,
"2019-10-03T15:47:00.000","2019-10-03T00:00:00.000","15:47","2019","Thursday","2019-10-03T15:47:00.000","85420127130","854201","190663798","192762733","IS","Initial Supplement",,"27130","Other Miscellaneous","Other","Burglary Tools, Possession Of","Open or Active","TURK BLVD \ ROSSI AVE","26485000","Richmond","Lone Mountain/USF","1","37.77749934382878","-122.45605066362907","POINT (-122.45605066362907 37.77749934382878)","12","8","4","18",,,,,
"2018-06-01T00:00:00.000","2018-06-01T00:00:00.000","00:00","2018","Friday","2019-10-04T08:40:00.000","85432106304","854321","190745067","192770915","II","Initial",,"06304","Larceny Theft","Larceny Theft - From Building","Theft, From Building, >$950","Open or Active","SANSOME ST \ PACIFIC AVE","24760000","Central","Chinatown","3","37.79750494349097","-122.40204098389721","POINT (-122.40204098389721 37.79750494349097)","106","6","3","6",,,,,
"2019-09-25T12:00:00.000","2019-09-25T00:00:00.000","12:00","2019","Wednesday","2019-10-04T14:32:00.000","85441868020","854418","190745948","192772289","II","Initial",,"68020","Miscellaneous Investigation","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","RAYMOND AVE \ ELLIOT ST","20385000","Ingleside","Visitacion Valley","10","37.7143669576848","-122.41131582587983","POINT (-122.41131582587983 37.7143669576848)","75","9","9","40",,,,,
"2019-10-04T12:36:00.000","2019-10-04T00:00:00.000","12:36","2019","Friday","2019-10-04T12:36:00.000","85440616110","854406","190745675","192771785","II","Initial",,"16110","Drug Offense","Drug Violation","Heroin, Possession For Sale","Cite or Arrest Adult","EDDY ST \ HYDE ST","25138000","Tenderloin","Tenderloin","6","37.78351564008561","-122.41588253952085","POINT (-122.41588253952085 37.78351564008561)","20","5","10","36",,,"1",,
"2019-10-03T15:00:00.000","2019-10-03T00:00:00.000","15:00","2019","Thursday","2019-10-04T10:34:00.000","85434271013","854342","190745283","192770988","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","LAWTON ST \ 43RD AVE","27777000","Taraval","Sunset/Parkside","4","37.756834579739454","-122.50245048010815","POINT (-122.50245048010815 37.756834579739454)","39","10","7","35",,,,,
"2019-08-03T12:00:00.000","2019-08-03T00:00:00.000","12:00","2019","Saturday","2019-10-03T11:22:00.000","85398906125","853989","190742449","192761658","II","Initial",,"06125","Larceny Theft","Larceny Theft - Other","Theft of Checks or Credit Cards","Open or Active","UNION ST \ OCTAVIA ST","26717000","Northern","Marina","2","37.79792540700026","-122.42891397690136","POINT (-122.42891397690136 37.79792540700026)","15","4","6","13",,,,,
"2019-10-04T00:00:00.000","2019-10-04T00:00:00.000","00:00","2019","Friday","2019-10-04T11:07:00.000","85435706372","854357","190745409","192770635","VI","Vehicle Initial",,"06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","GARRISON AVE \ SCHWERIN ST","20369000","Ingleside","Visitacion Valley","10","37.709210351433505","-122.41196819816332","POINT (-122.41196819816332 37.709210351433505)","75","9","9","40",,,,,
"2019-10-03T18:35:00.000","2019-10-03T00:00:00.000","18:35","2019","Thursday","2019-10-03T19:18:00.000","85419103401","854191","190743958","192763519","II","Initial",,"03401","Robbery","Robbery - Commercial","Shoplifting, Force against Agent","Open or Active","POWELL ST \ OFARRELL ST","24904000","Central","Tenderloin","3","37.78640961281089","-122.40803623744476","POINT (-122.40803623744476 37.78640961281089)","19","6","3","36",,,"1",,
