NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
CARNICERÍAS JESÚS,,2158899799,,,ESP,,ARÉVALO,ÁVILA,CASTILLA Y LEÓN,CL,05200,"AVENIDA DE SEVERO OCHOA 7, 05200, ARÉVALO, ÁVILA",AVENIDA DE SEVERO OCHOA 7,"05200, ARÉVALO, ÁVILA",-4.716376,41.054252,T16,MEDIUM,,920 30 35 33,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.716376 41.054252)
CHACINAS M CASTILLO,,2154241789,,,ESP,,ALMENDRALEJO,BADAJOZ,EXTREMADURA,EX,06200,"PLAZA DE LA CONSTITUCIÓN 7, 06200, ALMENDRALEJO, BADAJOZ",PLAZA DE LA CONSTITUCIÓN 7,"06200, ALMENDRALEJO, BADAJOZ",-6.408507,38.683019,T16,MEDIUM,,924 66 61 01,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.408507 38.683019)
UNION MONTERRUBIANA DEL CAMPO .L,,2169482766,,,ESP,,MONTERRUBIO DE LA SERENA,BADAJOZ,EXTREMADURA,EX,06427,"CALLE CONSTITUCIÓN, 06427, MONTERRUBIO DE LA SERENA, BADAJOZ",CALLE CONSTITUCIÓN,"06427, MONTERRUBIO DE LA SERENA, BADAJOZ",-5.443549,38.589184,T20,LOW,,924 61 04 40,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.443549 38.589184)
NEUMATICOS CIRILO,,2122164303,,,ESP,,VALLE DE LA SERENA,BADAJOZ,EXTREMADURA,EX,06458,"CALLE PALANCAR 23, 06458, VALLE DE LA SERENA, BADAJOZ",CALLE PALANCAR 23,"06458, VALLE DE LA SERENA, BADAJOZ",-5.8044857,38.7003084,T14,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.8044857 38.7003084)
FRUTAS PULIDO,,2161975021,,,ESP,,AZUAGA,BADAJOZ,EXTREMADURA,EX,06920,"CALLE DE LUIS CHAMIZO 0012, 06920, AZUAGA, BADAJOZ",CALLE DE LUIS CHAMIZO 0012,"06920, AZUAGA, BADAJOZ",-5.684264,38.260716,T16,MEDIUM,,924 89 03 48,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.684264 38.260716)
SUPERMERCADO TORO SANC,,2167420683,,,ESP,,HIGUERA DE VARGAS,BADAJOZ,EXTREMADURA,EX,06132,"PLAZA DE ESPAÑA 2, 06132, HIGUERA DE VARGAS, BADAJOZ",PLAZA DE ESPAÑA 2,"06132, HIGUERA DE VARGAS, BADAJOZ",-6.975428,38.445677,T18,MEDIUM,,924 42 45 57,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.975428 38.445677)
FREXNENSE DE CARNES,,2123290982,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06011,"CALLE DE JACINTA GARCÍA HERNÁNDEZ 15, 06011, BADAJOZ, BADAJOZ",CALLE DE JACINTA GARCÍA HERNÁNDEZ 15,"06011, BADAJOZ, BADAJOZ",-6.98612,38.86952,T20,LOW,,924 23 89 39,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.98612 38.86952)
CEDEPA DE DON BENITO,,2166322875,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CALLE DE ISAAC PERAL 17, 06400, DON BENITO, BADAJOZ",CALLE DE ISAAC PERAL 17,"06400, DON BENITO, BADAJOZ",-5.87294,38.962232,T20,LOW,,924 80 34 61,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.87294 38.962232)
PINILLA RICO ALFONSO,,2098623434,,,ESP,,MONTIJO,BADAJOZ,EXTREMADURA,EX,06480,"PLAZA LIBERTAD 1, 06480, MONTIJO, BADAJOZ",PLAZA LIBERTAD 1,"06480, MONTIJO, BADAJOZ",-6.620598550755026,38.90443339235753,S5HPNTSCZA,HIGH,,924 45 28 55,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.62059855075503 38.9044333923575)
SEÑORIO DE MONTANERA,,2115381335,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06006,"URBANIZACIÓN RÍO CAYA, 06006, BADAJOZ, BADAJOZ",URBANIZACIÓN RÍO CAYA,"06006, BADAJOZ, BADAJOZ",-7.032408,38.914924,T20,LOW,,924 28 61 20,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.032408 38.914924)
CARNICERIA EDUARDO ALE,,2168850375,,,ESP,,SAN VICENTE DE ALCÁNTARA,BADAJOZ,EXTREMADURA,EX,06500,"CALLE DE LOS CANTOS MOLINA 1 0000, 06500, SAN VICENTE DE ALCÁNTARA, BADAJOZ",CALLE DE LOS CANTOS MOLINA 1 0000,"06500, SAN VICENTE DE ALCÁNTARA, BADAJOZ",-7.136,39.36002,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.136 39.36002)
OVINO DEL SUROESTE,,2160359701,,,ESP,,VILLANUEVA DE LA SERENA,BADAJOZ,EXTREMADURA,EX,06700,"AVENIDA DE CHILE, 06700, VILLANUEVA DE LA SERENA, BADAJOZ",AVENIDA DE CHILE,"06700, VILLANUEVA DE LA SERENA, BADAJOZ",-5.792535,38.972833,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.792535 38.972833)
DE COLONOS,,2119058778,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06002,"CALLE DE MELÉNDEZ VALDÉS, 06002, BADAJOZ, BADAJOZ",CALLE DE MELÉNDEZ VALDÉS,"06002, BADAJOZ, BADAJOZ",-6.970283,38.878597,T20,LOW,,924 47 50 35,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.970283 38.878597)
MIRANDA CRUZ JUAN CARLOS,,2160626608,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CAMINO DE SAN ISIDRO 19, 06400, DON BENITO, BADAJOZ",CAMINO DE SAN ISIDRO 19,"06400, DON BENITO, BADAJOZ",-5.8686917,38.9649443,T19,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.8686917 38.9649443)
CARREFOUR,,2165355846,,,ESP,,MÉRIDA,BADAJOZ,EXTREMADURA,EX,06800,"06800, MÉRIDA, BADAJOZ",,"06800, MÉRIDA, BADAJOZ",-6.36022,38.906064,T20,LOW,,924 38 05 04,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.36022 38.906064)
CHARCUTERIA EL GORDITO,,2170732898,,,ESP,,VILLAFRANCA DE LOS BARROS,BADAJOZ,EXTREMADURA,EX,06220,"06220, VILLAFRANCA DE LOS BARROS, BADAJOZ",,"06220, VILLAFRANCA DE LOS BARROS, BADAJOZ",-6.33878,38.57996,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.33878 38.57996)
EULALIA TINOCO,,2160088052,,,ESP,,HORNACHOS,BADAJOZ,EXTREMADURA,EX,06228,"PLAZA DE ESPAÑA 6 0000, 06228, HORNACHOS, BADAJOZ",PLAZA DE ESPAÑA 6 0000,"06228, HORNACHOS, BADAJOZ",-6.068322,38.556311,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.068322 38.556311)
CARNICERIA CHAPA,,2155600151,,,ESP,,LA PARRA,BADAJOZ,EXTREMADURA,EX,06176,"CALLE SANTA MARÍA 3, 06176, LA PARRA, BADAJOZ",CALLE SANTA MARÍA 3,"06176, LA PARRA, BADAJOZ",-6.62517,38.52114,S8HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.62517 38.52114)
EUROMASTER AUTOMOCION Y SERVICIOS,,2102417019,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06006,"AVENIDA DE JERÓNIMO DE VALENCIA 1, 06006, BADAJOZ, BADAJOZ",AVENIDA DE JERÓNIMO DE VALENCIA 1,"06006, BADAJOZ, BADAJOZ",-6.9972024,38.8944985,T14,MEDIUM,,924 27 99 27,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.9972024 38.8944985)
LA GALLINA TURULETA,,2161798168,,,ESP,,PUEBLA DE LA CALZADA,BADAJOZ,EXTREMADURA,EX,06490,"CALLE DE LA CABRILLA 0015, 06490, PUEBLA DE LA CALZADA, BADAJOZ",CALLE DE LA CABRILLA 0015,"06490, PUEBLA DE LA CALZADA, BADAJOZ",-6.6226,38.8978,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.6226 38.8978)
D FIALLO,,2165363791,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CALLE DE ISAAC PERAL 7 0000, 06400, DON BENITO, BADAJOZ",CALLE DE ISAAC PERAL 7 0000,"06400, DON BENITO, BADAJOZ",-5.870638,38.964145,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.870638 38.964145)
DURAN ESCUDERO,,2168704153,,,ESP,,JEREZ DE LOS CABALLEROS,BADAJOZ,EXTREMADURA,EX,06380,"CALLE DE LA VIRGEN DE GUADALUPE 8, 06380, JEREZ DE LOS CABALLEROS, BADAJOZ",CALLE DE LA VIRGEN DE GUADALUPE 8,"06380, JEREZ DE LOS CABALLEROS, BADAJOZ",-6.765908,38.322723,T16,MEDIUM,,924 73 11 38,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.765908 38.322723)
ROSA GALLEGO VANESA,,2155614336,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CALLE SANABRIA 22, 06400, DON BENITO, BADAJOZ",CALLE SANABRIA 22,"06400, DON BENITO, BADAJOZ",-5.870073520595454,38.97154647216812,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.87007352059546 38.9715464721681)
MUSEO DE LAS CIENCIAS DEL VINO,,2120274119,,,ESP,,ALMENDRALEJO,BADAJOZ,EXTREMADURA,EX,06200,"CALLE DE LA CIUDAD RUBÍ, 06200, ALMENDRALEJO, BADAJOZ",CALLE DE LA CIUDAD RUBÍ,"06200, ALMENDRALEJO, BADAJOZ",-6.399555,38.681061,T17,MEDIUM,,924 66 78 52,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.399555 38.681061)
PLATAFORMA DISTRIBUCION ALIMENTOS,,2161919075,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06010,"CALLE DE VICENTE DELGADO ALGABA 12, 06010, BADAJOZ, BADAJOZ",CALLE DE VICENTE DELGADO ALGABA 12,"06010, BADAJOZ, BADAJOZ",-6.97918,38.868031,T16,MEDIUM,,924 22 13 86,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.97918 38.868031)
FERNANDEZ GALVAN LUIS,,2096397023,,,ESP,,LLERENA,BADAJOZ,EXTREMADURA,EX,06900,"CALLE RADIO 18, 06900, LLERENA, BADAJOZ",CALLE RADIO 18,"06900, LLERENA, BADAJOZ",-6.0097011,38.2430978,T19,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.0097011 38.2430978)
ROTRANSA DE DON BENITO,,2098984097,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"AVENIDA DE SEVILLA 31, 06400, DON BENITO, BADAJOZ",AVENIDA DE SEVILLA 31,"06400, DON BENITO, BADAJOZ",-5.880194349726045,38.95343103608321,S5HPNTSCZA,HIGH,,924 80 21 24,924 80 21 24,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.88019434972604 38.9534310360832)
CARDENO,,2151798188,,,ESP,,FUENTES DE LEÓN,BADAJOZ,EXTREMADURA,EX,06280,"CALLE MATADERO 11, 06280, FUENTES DE LEÓN, BADAJOZ",CALLE MATADERO 11,"06280, FUENTES DE LEÓN, BADAJOZ",-6.541067,38.069205,T16,MEDIUM,,924 72 43 04,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.541067 38.069205)
IBÉRICO DEL BRILLANTE,,2164545694,,,ESP,,CASTUERA,BADAJOZ,EXTREMADURA,EX,06420,"CALLE DEL PILAR 106, 06420, CASTUERA, BADAJOZ",CALLE DEL PILAR 106,"06420, CASTUERA, BADAJOZ",-5.53998,38.728521,T16,MEDIUM,,924 76 11 85,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.53998 38.728521)
CASTILLO CACERES FEDERICO ANGEL,,2100528989,,,ESP,,MONTIJO,BADAJOZ,EXTREMADURA,EX,06480,"CALLE DE LOS HORNOS 21, 06480, MONTIJO, BADAJOZ",CALLE DE LOS HORNOS 21,"06480, MONTIJO, BADAJOZ",-6.604462613423226,38.90319727190331,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.60446261342323 38.9031972719033)
HNOS YUSTE VENTAS,,2161180631,,,ESP,,FUENLABRADA DE LOS MONTES,BADAJOZ,EXTREMADURA,EX,06660,"PLAZA DE LA TIZNE 3, 06660, FUENLABRADA DE LOS MONTES, BADAJOZ",PLAZA DE LA TIZNE 3,"06660, FUENLABRADA DE LOS MONTES, BADAJOZ",-4.938005,39.1319,T16,MEDIUM,,924 65 60 03,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.938005 39.1319)
MERCADO SAN JOSSE .L,,2162610367,,,ESP,,ALMENDRALEJO,BADAJOZ,EXTREMADURA,EX,06200,"CALLE DE ANTONIO RODRÍGUEZ MOÑINO 35, 06200, ALMENDRALEJO, BADAJOZ",CALLE DE ANTONIO RODRÍGUEZ MOÑINO 35,"06200, ALMENDRALEJO, BADAJOZ",-6.399206,38.679655,T20,LOW,,924 66 70 74,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.399206 38.679655)
PANADERÍA SEBA,,2161053992,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CALLE DEL MAESTRO 4 0000, 06400, DON BENITO, BADAJOZ",CALLE DEL MAESTRO 4 0000,"06400, DON BENITO, BADAJOZ",-5.86317,38.9602,T20,LOW,,675 35 37 21,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.86317 38.9602)
ACOREX .L,,2154188540,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06011,"CALLE DE JACINTA GARCÍA HERNÁNDEZ 15, 06011, BADAJOZ, BADAJOZ",CALLE DE JACINTA GARCÍA HERNÁNDEZ 15,"06011, BADAJOZ, BADAJOZ",-6.982741,38.866584,T17,MEDIUM,,924 24 57 16,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.982741 38.866584)
BEBERCIOS FINOS,,2161359099,,,ESP,,ARROYO DE SAN SERVÁN,BADAJOZ,EXTREMADURA,EX,06850,"CALLE DE PICASSO 22-24, 06850, ARROYO DE SAN SERVÁN, BADAJOZ",CALLE DE PICASSO 22-24,"06850, ARROYO DE SAN SERVÁN, BADAJOZ",-6.45627,38.85642,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.45627 38.85642)
ARTESERENA,,2158666114,,,ESP,,CAMPANARIO,BADAJOZ,EXTREMADURA,EX,06460,"CALLE DE SERANA 420, 06460, CAMPANARIO, BADAJOZ",CALLE DE SERANA 420,"06460, CAMPANARIO, BADAJOZ",-5.61156,38.85966,T20,LOW,,924 85 22 01,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.61156 38.85966)
HERMANOS VICMENO,,2119125690,,,ESP,,DON BENITO,BADAJOZ,EXTREMADURA,EX,06400,"CALLE DE LA VILLANUEVA, 06400, DON BENITO, BADAJOZ",CALLE DE LA VILLANUEVA,"06400, DON BENITO, BADAJOZ",-5.853285,38.954423,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.853285 38.954423)
GARCIA RODRIGUEZ ARTURO,,2096674285,,,ESP,,BADAJOZ,BADAJOZ,EXTREMADURA,EX,06008,"AVENIDA DE RICARDO CARAPETO ZAMBRANO 99, 06008, BADAJOZ, BADAJOZ",AVENIDA DE RICARDO CARAPETO ZAMBRANO 99,"06008, BADAJOZ, BADAJOZ",-6.952775730205408,38.87858772343863,S5HPNTSCZA,HIGH,,924 25 42 25,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.95277573020541 38.8785877234386)
JAMONERIA CASA GORDILL,,2163236885,,,ESP,,ALMENDRALEJO,BADAJOZ,EXTREMADURA,EX,06200,"CALLE DE LOS CANTONES 19 0000, 06200, ALMENDRALEJO, BADAJOZ",CALLE DE LOS CANTONES 19 0000,"06200, ALMENDRALEJO, BADAJOZ",-6.40555,38.68194,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.40555 38.68194)
SUPERMERCADOS JOMAR,,2163623831,,,ESP,,ARROYO DE SAN SERVÁN,BADAJOZ,EXTREMADURA,EX,06850,"AVENIDA DE LA CONSTITUCIÓN 0040, 06850, ARROYO DE SAN SERVÁN, BADAJOZ",AVENIDA DE LA CONSTITUCIÓN 0040,"06850, ARROYO DE SAN SERVÁN, BADAJOZ",-6.450943,38.856332,T16,MEDIUM,,927 34 07 84,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.450943 38.856332)
CECILIA ZAPATOS,,2156723974,,,ESP,,JEREZ DE LOS CABALLEROS,BADAJOZ,EXTREMADURA,EX,06380,"CALLE CORAZÓN DE MARÍA 4, 06380, JEREZ DE LOS CABALLEROS, BADAJOZ",CALLE CORAZÓN DE MARÍA 4,"06380, JEREZ DE LOS CABALLEROS, BADAJOZ",-6.772393,38.320432,T16,MEDIUM,,924 75 07 36,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.772393 38.320432)
BODEGA ROSAL,,2170747483,,,ESP,,MONTIJO,BADAJOZ,EXTREMADURA,EX,06480,"CALLE DE LA VIRGEN DE BARBAÑO 0078, 06480, MONTIJO, BADAJOZ",CALLE DE LA VIRGEN DE BARBAÑO 0078,"06480, MONTIJO, BADAJOZ",-6.60943,38.90616,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.60943 38.90616)
